"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.599616437E1,-9.951807976E0,-9.629830360E0,6.393744349E-1,1.386293311E1
4.600095979E1,-1.143823051E1,-9.173992157E0,-1.804011464E-1,1.466382603E1
4.600575520E1,-1.248351002E1,-8.385298729E0,-1.660984516E0,1.512977616E1
4.601055062E1,-1.310340214E1,-7.573606491E0,-2.356549263E0,1.531704891E1
4.601534604E1,-1.342071152E1,-6.851483822E0,-2.967365742E0,1.535785101E1
4.602014145E1,-1.351705647E1,-6.268428326E0,-3.402239799E0,1.528329954E1
4.602493687E1,-1.320091438E1,-5.808338165E0,-3.402864456E0,1.481824616E1
4.602973228E1,-1.256499481E1,-5.440409184E0,-3.046662807E0,1.402709168E1
4.603452770E1,-1.168707085E1,-5.114233971E0,-2.309453487E0,1.296443556E1
4.603932312E1,-1.072354507E1,-4.877499580E0,-1.596586585E0,1.188837709E1
4.604411854E1,-9.761026382E0,-4.751338959E0,-1.181152344E0,1.092007229E1
4.604891395E1,-8.828586578E0,-4.713981152E0,-1.187566280E0,1.007848565E1
4.605370937E1,-8.120525360E0,-4.708589554E0,-1.527215004E0,9.510317207E0
4.605850479E1,-7.814723492E0,-4.808339596E0,-2.178581476E0,9.430601792E0
4.606330020E1,-7.769389153E0,-4.817285538E0,-3.292952538E0,9.716644697E0
4.606809562E1,-7.884265900E0,-4.896578789E0,-3.619695187E0,9.961943879E0
4.607289104E1,-8.105162621E0,-4.939908504E0,-4.155141354E0,1.036154220E1
4.607768645E1,-8.426004410E0,-5.003786087E0,-4.315094948E0,1.070772945E1
4.608248187E1,-8.895941734E0,-4.987113953E0,-4.137810230E0,1.100593287E1
4.608727729E1,-9.425245285E0,-4.972693443E0,-4.170064449E0,1.144344206E1
4.609207270E1,-9.959644318E0,-5.123919964E0,-3.881639957E0,1.185395291E1
4.609686812E1,-1.052843094E1,-5.317042351E0,-3.911347866E0,1.242648138E1
4.610166354E1,-1.110784531E1,-5.451817036E0,-3.541832685E0,1.287055225E1
4.610645895E1,-1.169540977E1,-5.387009621E0,-3.455456257E0,1.333201637E1
4.611125437E1,-1.223351574E1,-5.258505344E0,-2.871322632E0,1.362186769E1
4.611604984E1,-1.264294815E1,-5.132634640E0,-2.361395836E0,1.384789755E1
4.612084525E1,-1.280142689E1,-5.027849197E0,-1.559305191E0,1.384150391E1
4.612564067E1,-1.279982376E1,-4.774197102E0,-1.062191963E0,1.370243402E1
4.613043609E1,-1.258319092E1,-4.381274700E0,-8.284034729E-1,1.334985071E1
4.613523150E1,-1.237881279E1,-3.952138424E0,-5.270518661E-1,1.300508316E1
4.614002692E1,-1.216523170E1,-3.539762259E0,-1.357948780E-2,1.266976573E1
4.614482234E1,-1.195456123E1,-3.106380701E0,6.125969887E-1,1.236674615E1
4.614961775E1,-1.148166752E1,-2.707371712E0,1.192007422E0,1.185661977E1
4.615441317E1,-1.060604477E1,-2.383524895E0,1.392426491E0,1.095938995E1
4.615920859E1,-9.698900223E0,-2.213955164E0,1.706593633E0,1.009369728E1
4.616400400E1,-8.891950607E0,-2.076825619E0,1.696857572E0,9.287589347E0
4.616879942E1,-8.307107925E0,-2.108323574E0,1.707135320E0,8.738843252E0
4.617359484E1,-7.958543301E0,-2.205297232E0,1.824824214E0,8.457643334E0
4.617839025E1,-7.616409779E0,-2.367250919E0,1.580619454E0,8.130924467E0
4.618318567E1,-7.278014660E0,-2.639001846E0,1.423875213E0,7.871546783E0
4.618798109E1,-6.933336258E0,-2.952849627E0,1.251450658E0,7.639149254E0
4.619277650E1,-6.572155476E0,-3.202733994E0,8.528895378E-1,7.360581036E0
4.619757192E1,-6.296525002E0,-3.442876577E0,3.073844910E-1,7.182904110E0
4.620236734E1,-6.268175602E0,-3.653528214E0,-2.845406532E-2,7.255281071E0
4.620716275E1,-6.505871773E0,-3.732069492E0,-1.258466244E-1,7.501369714E0
4.621195817E1,-6.870939255E0,-3.729076862E0,-4.322893620E-1,7.829603731E0
4.621675359E1,-7.256089687E0,-3.623398542E0,-8.167099953E-1,8.151494940E0
4.622154900E1,-7.604753971E0,-3.415794134E0,-1.110047817E0,8.410240109E0
4.622634442E1,-8.169188499E0,-3.040656567E0,-1.477791786E0,8.841102966E0
4.623113984E1,-9.008192062E0,-2.473615408E0,-1.585465431E0,9.475230765E0
4.623593525E1,-9.857780457E0,-1.900680065E0,-1.421112776E0,1.013942709E1
4.624073067E1,-1.032006264E1,-1.461954594E0,-6.424381733E-1,1.044287943E1
4.624552609E1,-1.024069500E1,-1.126923561E0,9.957075119E-3,1.030251862E1
4.625032150E1,-9.847763062E0,-7.355880737E-1,7.587127686E-1,9.904300692E0
4.625511692E1,-9.363462448E0,-3.210582733E-1,1.198238850E0,9.445278385E0
4.625991234E1,-8.896514893E0,6.222486496E-2,2.060343266E0,9.132188322E0
4.626470775E1,-8.660504341E0,2.187423706E-1,3.058234692E0,9.187218464E0
4.626950317E1,-8.758962631E0,-4.200839996E-2,4.088809967E0,9.666413918E0
4.627429859E1,-8.982185364E0,-6.156339645E-1,4.767676830E0,1.018770835E1
4.627909400E1,-8.962305069E0,-1.523818970E0,5.625904083E0,1.069091826E1
4.628388942E1,-8.852540016E0,-2.561061859E0,6.551278114E0,1.130688938E1
4.628868484E1,-8.985750198E0,-3.372162580E0,7.237970352E0,1.202095678E1
4.629348025E1,-9.458395004E0,-3.894305229E0,7.752845287E0,1.283485330E1
4.629827567E1,-1.015487957E1,-4.227878571E0,8.014349937E0,1.360978843E1
4.630307109E1,-1.090598679E1,-4.294442654E0,7.693771839E0,1.402058881E1
4.630786650E1,-1.160598850E1,-4.140260696E0,6.896401882E0,1.412094496E1
4.631266192E1,-1.200150490E1,-3.656137943E0,5.779229164E0,1.381314426E1
4.631745734E1,-1.200656319E1,-3.081827641E0,4.647513390E0,1.323837610E1
4.632225275E1,-1.168737507E1,-2.668936729E0,4.145402908E0,1.268472800E1
4.632704817E1,-1.113070107E1,-2.331431389E0,3.805938244E0,1.199221599E1
4.633184359E1,-1.043158340E1,-2.042291641E0,3.428424358E0,1.116883974E1
4.633663900E1,-9.811424255E0,-1.860538960E0,2.764868021E0,1.036195668E1
4.634143442E1,-9.321438789E0,-1.874018192E0,1.960407495E0,9.707953586E0
4.634622984E1,-8.895764351E0,-2.094285965E0,1.055268049E0,9.199687372E0
4.635102525E1,-8.538608551E0,-2.382528782E0,-1.215577126E-1,8.865610845E0
4.635582072E1,-8.110630989E0,-2.686003685E0,-1.045480490E0,8.607553676E0
4.636061614E1,-7.683300018E0,-2.966478825E0,-1.914649963E0,8.455706965E0
4.636541156E1,-7.196603298E0,-3.240715981E0,-2.781322479E0,8.368338774E0
4.637020692E1,-6.576261997E0,-3.620879173E0,-3.447093964E0,8.260777484E0
4.637500234E1,-6.008817673E0,-4.011084557E0,-4.029637337E0,8.272403895E0
4.637979781E1,-5.427218437E0,-4.387547493E0,-4.174952984E0,8.132373908E0
4.638459322E1,-5.063368320E0,-4.743325710E0,-4.263202667E0,8.143201737E0
4.638938864E1,-4.912838459E0,-5.035886765E0,-4.155901909E0,8.171147894E0
4.639418406E1,-4.885393620E0,-5.218102455E0,-4.042252541E0,8.211910232E0
4.639897947E1,-5.013039589E0,-5.388912678E0,-3.943895817E0,8.350165267E0
4.640377489E1,-5.311319351E0,-5.523112774E0,-3.648294926E0,8.486751076E0
4.640857031E1,-5.616816044E0,-5.590784550E0,-3.536389351E0,8.678222398E0
4.641336572E1,-5.950178623E0,-5.602348804E0,-3.403594017E0,8.852987632E0
4.641816114E1,-6.341709137E0,-5.541915894E0,-3.466481209E0,9.107502321E0
4.642295656E1,-6.771493912E0,-5.443879128E0,-3.362901688E0,9.316547510E0
4.642775197E1,-7.224181175E0,-5.268270016E0,-3.378835201E0,9.558241989E0
4.643254739E1,-7.598172665E0,-5.104150295E0,-3.056332350E0,9.650168160E0
4.643734281E1,-7.819945812E0,-4.978070259E0,-2.591973305E0,9.625542147E0
4.644213822E1,-8.123374939E0,-4.978443146E0,-1.979968309E0,9.731104308E0
4.644693364E1,-8.435266495E0,-5.174002647E0,-1.488699913E0,1.000701013E1
4.645172906E1,-8.706230164E0,-5.473060608E0,-1.020730972E0,1.033415346E1
4.645652447E1,-8.874828339E0,-5.681085110E0,-4.860999584E-1,1.054863021E1
4.646131989E1,-9.018258095E0,-5.845289230E0,1.263949871E-1,1.074766770E1
4.646611531E1,-9.046642303E0,-5.943372726E0,6.884162426E-1,1.084616675E1
4.647091072E1,-9.141424179E0,-5.895818710E0,1.048531532E0,1.092820812E1
4.647570614E1,-9.268398285E0,-5.811820984E0,1.409393311E0,1.103027014E1
4.648050156E1,-9.483592987E0,-5.800482750E0,1.742649555E0,1.125259808E1
4.648529697E1,-9.843089104E0,-5.808545113E0,1.905562162E0,1.158692222E1
4.649009239E1,-1.035323906E1,-5.649395466E0,2.090046167E0,1.197804329E1
4.649488781E1,-1.080346775E1,-5.383616447E0,2.371313572E0,1.230127512E1
4.649968322E1,-1.103364086E1,-5.146144390E0,2.724757671E0,1.247591027E1
4.650447864E1,-1.111158943E1,-4.797170639E0,3.531435966E0,1.260758922E1
4.650927406E1,-1.068704224E1,-4.540900230E0,4.337064743E0,1.239527237E1
4.651406947E1,-1.000087929E1,-4.385041237E0,5.367934227E0,1.216802741E1
4.651886489E1,-9.159753799E0,-4.389342308E0,5.969803810E0,1.178159468E1
4.652366031E1,-8.494666100E0,-4.567924500E0,6.375888348E0,1.156188733E1
4.652845572E1,-8.089568138E0,-4.953458786E0,6.429274082E0,1.145920730E1
4.653325114E1,-8.075683594E0,-5.425506592E0,6.119440079E0,1.149349095E1
4.653804656E1,-8.242149353E0,-5.899565697E0,5.371470451E0,1.147129444E1
4.654284197E1,-8.416288376E0,-6.355642796E0,4.512287140E0,1.147121792E1
4.654763739E1,-8.437438011E0,-6.792970657E0,3.816177130E0,1.148468626E1
4.655243281E1,-8.474977493E0,-7.167940617E0,2.947930336E0,1.148455090E1
4.655722822E1,-8.542613983E0,-7.473135948E0,2.022780895E0,1.152890529E1
4.656202364E1,-8.548717499E0,-7.761013031E0,1.192134380E0,1.160754403E1
4.656681906E1,-8.497750282E0,-7.957674026E0,4.304909706E-1,1.164996387E1
4.657161447E1,-8.456616402E0,-8.056412697E0,-1.826019287E-1,1.168133083E1
4.657640989E1,-8.329757690E0,-8.074535370E0,-6.561088562E-1,1.161952940E1
4.658120531E1,-8.160493851E0,-8.031761169E0,-1.066036940E0,1.149953400E1
4.658600072E1,-7.968320847E0,-7.866552353E0,-1.184948921E0,1.125970190E1
4.659079614E1,-7.932981014E0,-7.620179176E0,-1.536386013E0,1.110674572E1
4.659559156E1,-7.992671013E0,-7.343312263E0,-1.735391378E0,1.099175182E1
4.660038697E1,-8.073369980E0,-7.169878483E0,-2.100161076E0,1.099986986E1
4.660518239E1,-8.285182953E0,-7.021125317E0,-2.181052208E0,1.107688792E1
4.660997781E1,-8.443876266E0,-6.899382591E0,-2.398987770E0,1.116493031E1
4.661477322E1,-8.427254677E0,-6.809308529E0,-2.339913845E0,1.108424561E1
4.661956864E1,-8.151311874E0,-6.824806213E0,-2.154050350E0,1.084720231E1
4.662436406E1,-7.740426064E0,-6.874040604E0,-1.786224842E0,1.050510490E1
4.662915947E1,-7.465032101E0,-6.914203167E0,-1.611679554E0,1.030196198E1
4.663395489E1,-7.097848415E0,-7.110278606E0,-1.393244505E0,1.014281244E1
4.663875031E1,-6.753594398E0,-7.347269058E0,-1.044859886E0,1.003419813E1
4.664354572E1,-6.384617805E0,-7.641604424E0,-8.278644085E-1,9.992138018E0
4.664834114E1,-6.060806751E0,-7.909160137E0,-7.891516685E-1,9.995546654E0
4.665313656E1,-5.832887650E0,-8.051538467E0,-9.781656265E-1,9.990328224E0
4.665793202E1,-5.715600014E0,-8.102046967E0,-1.018553257E0,9.967381768E0
4.666272739E1,-5.769299507E0,-7.960170269E0,-1.230226994E0,9.907703365E0
4.666752286E1,-6.008916855E0,-7.757417679E0,-1.306538582E0,9.899073385E0
4.667231822E1,-6.286974430E0,-7.407681465E0,-1.679875374E0,9.860110215E0
4.667711364E1,-6.532485962E0,-6.963680267E0,-2.066980839E0,9.769269445E0
4.668190911E1,-6.750314713E0,-6.561728954E0,-2.286361217E0,9.687645906E0
4.668670452E1,-7.044915676E0,-6.247188568E0,-2.339251041E0,9.702076959E0
4.669149994E1,-7.422065735E0,-5.972366333E0,-2.127457619E0,9.761265046E0
4.669629536E1,-7.954520226E0,-5.763936520E0,-1.913479209E0,1.000793480E1
4.670109078E1,-8.443139076E0,-5.538722992E0,-1.766861200E0,1.025113888E1
4.670588619E1,-8.792480469E0,-5.235260010E0,-1.645792484E0,1.036456912E1
4.671068161E1,-8.885671616E0,-4.980818748E0,-1.695142388E0,1.032653006E1
4.671547703E1,-8.755981445E0,-4.873587132E0,-1.597902775E0,1.014752955E1
4.672027244E1,-8.596529007E0,-4.927752495E0,-1.556134462E0,1.003018495E1
4.672506786E1,-8.411209106E0,-5.171661854E0,-1.394063950E0,9.971857362E0
4.672986328E1,-8.428733826E0,-5.516521454E0,-1.486062527E0,1.018253135E1
4.673465869E1,-8.588809967E0,-6.029077053E0,-1.391672850E0,1.058556470E1
4.673945411E1,-8.762960434E0,-6.563329697E0,-1.688334465E0,1.107778162E1
4.674424952E1,-8.962184906E0,-7.138437748E0,-1.579655409E0,1.156604353E1
4.674904494E1,-9.166412354E0,-7.737733364E0,-1.278728247E0,1.206361384E1
4.675384036E1,-9.314246178E0,-8.260663033E0,-9.690077305E-1,1.248730201E1
4.675863578E1,-9.458886147E0,-8.697601318E0,-6.685335636E-1,1.286723486E1
4.676343119E1,-9.454835892E0,-9.103401184E0,-5.407624245E-1,1.313614323E1
4.676822661E1,-9.402663231E0,-9.411051750E0,-1.197767258E-1,1.330384596E1
4.677302202E1,-9.292390823E0,-9.677797318E0,1.953186989E-1,1.341813838E1
4.677781744E1,-9.267114639E0,-9.755415916E0,3.716335297E-1,1.346052246E1
4.678261286E1,-9.326330185E0,-9.761181831E0,4.386007786E-1,1.350753405E1
4.678740828E1,-9.273706436E0,-9.575700760E0,4.852511883E-1,1.333908336E1
4.679220369E1,-9.099847794E0,-9.285184860E0,3.489389420E-1,1.300552368E1
4.679699911E1,-8.740463257E0,-8.927995682E0,3.189148903E-1,1.249826034E1
4.680179453E1,-8.289094925E0,-8.576071739E0,3.736503124E-1,1.193305140E1
4.680658994E1,-7.829707623E0,-8.236873627E0,3.125207424E-1,1.136873246E1
4.681138536E1,-7.410117626E0,-7.884313583E0,8.827853203E-2,1.082035291E1
4.681618078E1,-7.089861870E0,-7.559055805E0,-1.001842022E-1,1.036414506E1
4.682097619E1,-6.851615906E0,-7.208389759E0,-4.673528671E-1,9.956100750E0
4.682577161E1,-6.582517624E0,-6.858487606E0,-8.380582333E-1,9.543098664E0
4.683056702E1,-6.418698311E0,-6.404075623E0,-1.004384041E0,9.122535825E0
4.683536244E1,-6.152309895E0,-5.971780777E0,-1.043730021E0,8.637271273E0
4.684015786E1,-5.951291561E0,-5.566332340E0,-9.691548347E-1,8.206167684E0
4.684495328E1,-5.777769566E0,-5.221092701E0,-1.015892029E0,7.853309287E0
4.684974869E1,-5.780237675E0,-4.979102135E0,-7.420876026E-1,7.665070101E0
4.685454411E1,-5.968365669E0,-4.823622704E0,-5.858032703E-1,7.696225713E0
4.685933952E1,-6.526045799E0,-4.695020676E0,-3.721582890E-1,8.048042912E0
4.686413494E1,-7.232656002E0,-4.619588852E0,-5.068829060E-1,8.597025316E0
4.686893036E1,-7.958564281E0,-4.503992081E0,-6.448194981E-1,9.167359613E0
4.687372578E1,-8.626667976E0,-4.405394554E0,-9.407148361E-1,9.732001128E0
4.687852119E1,-9.203167915E0,-4.352397442E0,-1.169127226E0,1.024736657E1
4.688331661E1,-9.718758583E0,-4.369029045E0,-1.238174200E0,1.072733697E1
4.688811203E1,-1.014900970E1,-4.417118073E0,-1.371427536E0,1.115321225E1
4.689290744E1,-1.039567757E1,-4.551857471E0,-1.443471909E0,1.143997944E1
4.689770286E1,-1.053557968E1,-4.761564732E0,-1.222095728E0,1.162602494E1
4.690249828E1,-1.057406044E1,-5.060684204E0,-1.030658722E0,1.176790280E1
4.690729369E1,-1.059088135E1,-5.406235218E0,-6.024613380E-1,1.190617935E1
4.691208911E1,-1.068237495E1,-5.686087608E0,2.803921700E-2,1.210146740E1
4.691688452E1,-1.070110512E1,-5.988712311E0,4.481256008E-1,1.227106933E1
4.692167994E1,-1.062840271E1,-6.211053371E0,7.956047058E-1,1.233584675E1
4.692647536E1,-1.055536461E1,-6.288380146E0,7.447342873E-1,1.230910541E1
4.693127078E1,-1.032649231E1,-6.179741859E0,7.016301155E-1,1.205478899E1
4.693606619E1,-9.943850517E0,-6.033252716E0,5.041213036E-1,1.164192595E1
4.694086161E1,-9.399791718E0,-5.923089504E0,6.745977402E-1,1.113077516E1
4.694565702E1,-8.624191284E0,-5.820407867E0,7.862901688E-1,1.043417823E1
4.695045244E1,-7.946657181E0,-5.684570312E0,9.858348370E-1,9.820161420E0
4.695524786E1,-7.278513432E0,-5.481900692E0,9.812788963E-1,9.164654999E0
4.696004328E1,-6.743996620E0,-5.295971394E0,1.159775257E0,8.652969552E0
4.696483869E1,-6.359636784E0,-5.131644249E0,1.354045630E0,8.283247689E0
4.696963411E1,-6.129903793E0,-4.964924812E0,1.530673504E0,8.035493780E0
4.697442953E1,-6.032998085E0,-4.840933800E0,1.631930590E0,7.905371806E0
4.697922494E1,-6.087705612E0,-4.792738438E0,1.576265574E0,7.906650018E0
4.698402036E1,-6.181241035E0,-4.776694298E0,1.384781599E0,7.933610101E0
4.698881578E1,-6.409166813E0,-4.758913994E0,1.109410048E0,8.059495784E0
4.699361119E1,-6.687992573E0,-4.734444141E0,8.162677288E-1,8.234713048E0
4.699840661E1,-6.939023972E0,-4.765408516E0,5.766077042E-1,8.437514352E0
4.700320202E1,-7.112395287E0,-4.844816208E0,3.592844009E-1,8.613216361E0
4.700799744E1,-7.330628395E0,-4.896718979E0,2.051265240E-1,8.818052297E0
4.701279286E1,-7.469977856E0,-4.952847958E0,-6.251931190E-2,8.962989497E0
4.701758828E1,-7.465979099E0,-5.118967056E0,-7.660031319E-2,9.052653492E0
4.702238369E1,-7.454819679E0,-5.280695915E0,-1.802983284E-1,9.137428155E0
4.702717911E1,-7.393796444E0,-5.342576027E0,-5.864281654E-1,9.140855674E0
4.703197452E1,-7.374300003E0,-5.345203400E0,-1.008989334E0,9.163490568E0
4.703676994E1,-7.250474930E0,-5.343273163E0,-1.462939262E0,9.124699781E0
4.704156536E1,-7.122858524E0,-5.334075928E0,-1.729075551E0,9.065163089E0
4.704636078E1,-7.015348434E0,-5.377418041E0,-1.941350222E0,9.049893874E0
4.705115619E1,-6.956007481E0,-5.502059937E0,-1.763977885E0,9.042694377E0
4.705595166E1,-6.860517025E0,-5.595623493E0,-1.607385635E0,8.997854450E0
4.706074708E1,-6.812417030E0,-5.629297256E0,-1.624589682E0,8.985393983E0
4.706554244E1,-6.680011749E0,-5.772728920E0,-1.681432366E0,8.987445185E0
4.707033786E1,-6.625881195E0,-6.018802166E0,-1.643590450E0,9.101080743E0
4.707513328E1,-6.621249676E0,-6.310318947E0,-1.515389681E0,9.271325599E0
4.707992874E1,-6.663557053E0,-6.551624298E0,-1.320652962E0,9.437737959E0
4.708472416E1,-6.690516949E0,-6.785651207E0,-1.176696301E0,9.601702637E0
4.708951958E1,-6.769364834E0,-6.909434319E0,-1.263617039E0,9.755065908E0
4.709431494E1,-6.843645573E0,-7.006671906E0,-1.432355165E0,9.898513890E0
4.709911041E1,-6.862113476E0,-7.043711662E0,-1.551705003E0,9.955413791E0
4.710390583E1,-7.021327019E0,-7.192548752E0,-1.513008595E0,1.016469309E1
4.710870124E1,-7.413393497E0,-7.366628170E0,-1.571407795E0,1.056858251E1
4.711349666E1,-7.905960560E0,-7.460927010E0,-1.548553705E0,1.098033072E1
4.711829202E1,-8.343352318E0,-7.430320740E0,-1.606322765E0,1.128722583E1
4.712308749E1,-8.503246307E0,-7.272590637E0,-1.830378413E0,1.133781537E1
4.712788291E1,-8.538875580E0,-6.983210564E0,-1.926262140E0,1.119768332E1
4.713267833E1,-8.426244736E0,-6.655622482E0,-1.977196217E0,1.091825150E1
4.713747374E1,-8.253504753E0,-6.332699299E0,-2.033041477E0,1.059984334E1
4.714226916E1,-8.048718452E0,-6.119319439E0,-2.011938095E0,1.030901712E1
4.714706458E1,-7.854128361E0,-6.024515152E0,-1.801101565E0,1.006111733E1
4.715185999E1,-7.714619160E0,-5.968996525E0,-1.601248384E0,9.884749095E0
4.715665541E1,-7.823720932E0,-5.940595150E0,-1.479670048E0,9.934319474E0
4.716145083E1,-8.035697937E0,-5.910643101E0,-1.243193865E0,1.005254566E1
4.716624624E1,-8.419874191E0,-5.860056400E0,-1.307964087E0,1.034143667E1
4.717104166E1,-8.844799042E0,-5.846566200E0,-1.059043646E0,1.065525128E1
4.717583708E1,-9.150488853E0,-5.803417206E0,-1.034411669E0,1.088490262E1
4.718063249E1,-9.368362427E0,-5.876748562E0,-8.964936733E-1,1.109531834E1
4.718542791E1,-9.544094086E0,-5.899490356E0,-6.282181740E-1,1.123781013E1
4.719022333E1,-9.773802757E0,-5.809779644E0,-7.558705807E-1,1.139526657E1
4.719501874E1,-1.003201294E1,-5.555374146E0,-7.686216831E-1,1.149322604E1
4.719981416E1,-1.013111496E1,-5.136577606E0,-8.333983421E-1,1.138940177E1
4.720460958E1,-1.002215195E1,-4.759114265E0,-8.826019764E-1,1.112976570E1
4.720940499E1,-9.622031212E0,-4.482698917E0,-3.885626793E-1,1.062210220E1
4.721420041E1,-9.026037216E0,-4.352631569E0,3.337771893E-1,1.002627332E1
4.721899583E1,-8.431556702E0,-4.371110916E0,1.109341860E0,9.561819828E0
4.722379124E1,-7.995275974E0,-4.344227314E0,1.346864462E0,9.198412512E0
4.722858666E1,-7.924593449E0,-4.274204254E0,1.255025625E0,9.090824641E0
4.723338208E1,-7.984500408E0,-4.342558861E0,9.253067970E-1,9.135986914E0
4.723817749E1,-8.110143661E0,-4.432032585E0,5.710051060E-1,9.259772669E0
4.724297291E1,-8.129529953E0,-4.578664780E0,1.660158634E-1,9.331719546E0
4.724776833E1,-8.004858971E0,-4.696608543E0,-1.247155666E-1,9.281780698E0
4.725256374E1,-7.707731724E0,-4.936759472E0,-1.288511753E-1,9.154087887E0
4.725735916E1,-7.338852882E0,-5.225194931E0,-1.498544216E-1,9.010209767E0
4.726215458E1,-6.963109493E0,-5.514280796E0,-2.045011520E-2,8.882150906E0
4.726694999E1,-6.640572071E0,-5.777711391E0,-1.118178368E-1,8.802934146E0
4.727174541E1,-6.672606945E0,-5.967729568E0,-4.576535225E-1,8.963644705E0
4.727654083E1,-6.850893974E0,-6.144012928E0,-7.807950974E-1,9.235436324E0
4.728133624E1,-7.151730537E0,-6.232225418E0,-1.457633972E0,9.597529898E0
4.728613166E1,-7.480096817E0,-6.320745468E0,-1.726913810E0,9.944139127E0
4.729092708E1,-7.757389069E0,-6.347140789E0,-2.051456690E0,1.023092156E1
4.729572249E1,-8.052877426E0,-6.253892899E0,-2.166227341E0,1.042365349E1
4.730051791E1,-8.277931213E0,-6.181965828E0,-2.107362270E0,1.054427913E1
4.730531333E1,-8.511213303E0,-6.023732662E0,-1.970272660E0,1.061169550E1
4.731010874E1,-8.861852646E0,-5.901278019E0,-1.825208187E0,1.080226363E1
4.731490416E1,-9.338312149E0,-5.738180161E0,-2.026463270E0,1.114618045E1
4.731969958E1,-9.911113739E0,-5.603941917E0,-2.376288414E0,1.163103982E1
4.732449499E1,-1.026490021E1,-5.458219051E0,-2.489516258E0,1.188940800E1
4.732929041E1,-1.021444988E1,-5.332396507E0,-2.575327396E0,1.180685183E1
4.733408583E1,-9.682661057E0,-5.135979176E0,-2.147708654E0,1.116892384E1
4.733888124E1,-8.917112350E0,-4.895665169E0,-1.547427654E0,1.028965317E1
4.734367666E1,-8.142810822E0,-4.688258171E0,-6.332864761E-1,9.417334257E0
4.734847208E1,-7.579362869E0,-4.611680984E0,-4.570603371E-2,8.872228133E0
4.735326749E1,-7.223378181E0,-4.851747513E0,5.650856495E-1,8.719860553E0
4.735806291E1,-7.166969776E0,-5.299807549E0,5.323612690E-1,8.929547824E0
4.736285833E1,-7.220327377E0,-5.814023495E0,4.519758224E-1,9.281178739E0
4.736765374E1,-7.270106316E0,-6.140313148E0,2.214193344E-1,9.518766618E0
4.737244916E1,-7.131200314E0,-6.431278706E0,1.857118607E-1,9.604678683E0
4.737724458E1,-6.912886620E0,-6.660360813E0,2.952737808E-1,9.603936390E0
4.738203999E1,-6.806148529E0,-6.803587914E0,3.302474022E-1,9.629201921E0
4.738683541E1,-6.878293991E0,-6.873130798E0,4.573571682E-1,9.734476400E0
4.739163083E1,-7.058400154E0,-6.864789009E0,9.864344597E-1,9.895422872E0
4.739642624E1,-7.210890293E0,-6.855581760E0,1.460080385E0,1.005623065E1
4.740122166E1,-7.463237762E0,-6.850877762E0,2.284447432E0,1.038523683E1
4.740601708E1,-7.837281227E0,-6.743563652E0,2.653775692E0,1.067432214E1
4.741081249E1,-8.249408722E0,-6.538793087E0,2.867507219E0,1.091014010E1
4.741560791E1,-8.661259651E0,-6.370506763E0,2.655881882E0,1.107494848E1
4.742040333E1,-8.898515701E0,-6.286386967E0,2.382334471E0,1.115247777E1
4.742519874E1,-8.952018738E0,-6.257405281E0,2.218265533E0,1.114515421E1
4.742999416E1,-8.893515587E0,-6.355232716E0,2.467421770E0,1.120588116E1
4.743478958E1,-8.758460045E0,-6.477159023E0,3.099459887E0,1.132567274E1
4.743958499E1,-8.793222427E0,-6.554324627E0,3.483632565E0,1.150719896E1
4.744438041E1,-8.849996567E0,-6.520148277E0,3.579169989E0,1.156050304E1
4.744917583E1,-8.982597351E0,-6.291468620E0,3.203362465E0,1.142502357E1
4.745397124E1,-8.974578857E0,-6.012172222E0,2.472510338E0,1.108163291E1
4.745876666E1,-8.639945984E0,-5.832952499E0,1.355754852E0,1.051237712E1
4.746356208E1,-8.038188934E0,-5.806261539E0,1.049581528E0,9.971297598E0
4.746835749E1,-7.326340675E0,-5.740474224E0,3.282415867E-1,9.313219344E0
4.747315291E1,-6.775785923E0,-5.730926514E0,8.586883545E-3,8.874393912E0
4.747794833E1,-6.411578655E0,-5.817799091E0,-5.469708443E-1,8.674923874E0
4.748274374E1,-6.156375408E0,-6.007732391E0,-8.168551922E-1,8.640663114E0
4.748753916E1,-6.021335602E0,-6.228352547E0,-1.346225500E0,8.767050871E0
4.749233458E1,-5.995947838E0,-6.469681740E0,-1.833022118E0,9.009336400E0
4.749712999E1,-5.940583229E0,-6.688040257E0,-2.379747391E0,9.256544129E0
4.750192541E1,-5.895752907E0,-6.895192146E0,-2.752218962E0,9.480415934E0
4.750672083E1,-5.845148563E0,-7.033719063E0,-2.870180607E0,9.585243987E0
4.751151624E1,-5.875528812E0,-7.149134159E0,-3.067217350E0,9.748834819E0
4.751631166E1,-5.944758892E0,-7.267933846E0,-2.876075506E0,9.820123776E0
4.752110708E1,-6.171378136E0,-7.268496037E0,-2.781977654E0,9.932589914E0
4.752590249E1,-6.334221840E0,-7.445382595E0,-2.212584972E0,1.002255559E1
4.753069791E1,-6.608752251E0,-7.693543434E0,-2.041820526E0,1.034578407E1
4.753549333E1,-6.880424500E0,-8.025156021E0,-1.475761175E0,1.067338941E1
4.754028874E1,-7.190141678E0,-8.186897278E0,-1.509406090E0,1.100007869E1
4.754508416E1,-7.513826847E0,-8.277176857E0,-1.493771553E0,1.127832452E1
