"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.328811367E0,7.218170166E-2,2.823057771E-2,2.578401566E-2,8.168218310E-2
4.333606784E0,1.633768082E-1,8.746743202E-2,6.925821304E-2,1.978363798E-1
4.338402200E0,2.497730255E-1,1.654351056E-1,5.432796478E-2,3.044780225E-1
4.343197617E0,3.479480743E-1,2.286803722E-1,1.450853348E-1,4.409221354E-1
4.347992981E0,4.410972595E-1,2.418106794E-1,2.787699699E-1,5.751103313E-1
4.352788398E0,4.745578766E-1,2.216725349E-1,4.120883942E-1,6.664538511E-1
4.357583815E0,4.225454330E-1,1.921724081E-1,4.426860809E-1,6.414404444E-1
4.362379231E0,3.709726334E-1,1.271713972E-1,5.347533226E-1,6.631397854E-1
4.367174648E0,2.531728745E-1,-8.757442236E-3,7.348380089E-1,7.772773613E-1
4.371970013E0,6.948852539E-2,-5.856236815E-2,6.762423515E-1,6.823209832E-1
4.376765429E0,-8.715724945E-2,-1.177252531E-1,5.672373772E-1,5.858445727E-1
4.381560846E0,-1.791658401E-1,-1.930702031E-1,4.293160439E-1,5.036752596E-1
4.386356263E0,-2.805509567E-1,-2.724310756E-1,3.293037415E-1,5.112420996E-1
4.391151679E0,-3.697290421E-1,-3.365266323E-1,1.579751968E-1,5.243146971E-1
4.395947044E0,-5.487022400E-1,-3.595386446E-1,8.941078186E-2,6.620698400E-1
4.400742461E0,-6.882915497E-1,-3.892760873E-1,-1.211085320E-1,7.999677531E-1
4.405537877E0,-8.503723145E-1,-3.500086367E-1,-3.463430405E-1,9.826457249E-1
4.410333294E0,-8.400363922E-1,-3.398172259E-1,-3.794388771E-1,9.824005032E-1
4.415128659E0,-6.750755310E-1,-3.989730775E-1,-2.428722382E-1,8.209101128E-1
4.419924075E0,-4.634628296E-1,-3.750498295E-1,-1.870288849E-1,6.248519607E-1
4.424719492E0,-2.198219299E-1,-2.353530079E-1,-4.248080254E-1,5.330802732E-1
4.429514909E0,1.005821228E-1,-1.062848270E-1,-5.149607658E-1,5.353483149E-1
4.434310325E0,5.113391876E-1,-7.764700055E-2,-1.858763695E-1,5.495878876E-1
4.439105690E0,8.454909325E-1,-8.453845978E-3,4.382801056E-2,8.466683406E-1
4.443901106E0,1.017923832E0,1.128064990E-1,2.075939178E-1,1.044982999E0
4.448696523E0,1.058134556E0,2.334424257E-1,2.460556030E-1,1.111164913E0
4.453491940E0,1.069108009E0,3.107260764E-1,3.165879250E-1,1.157484576E0
4.458287356E0,1.110476971E0,2.712717056E-1,5.590658188E-1,1.272517988E0
4.463082721E0,1.068303585E0,1.822103560E-1,8.372287750E-1,1.369461641E0
4.467878138E0,9.932575226E-1,1.410343647E-1,9.446239471E-1,1.377957038E0
4.472673554E0,9.545516968E-1,1.472530067E-1,8.995223045E-1,1.319845736E0
4.477468971E0,9.616026878E-1,1.557088196E-1,9.361181259E-1,1.351015215E0
4.482264336E0,1.033374310E0,1.120912433E-1,9.736828804E-1,1.424249017E0
4.487059752E0,9.346323013E-1,1.595336795E-1,8.464651108E-1,1.271019952E0
4.491855169E0,7.975168228E-1,2.024981081E-1,6.558694839E-1,1.052237305E0
4.496650586E0,6.983966827E-1,2.363359630E-1,5.877189636E-1,9.428818558E-1
4.501446002E0,6.488118172E-1,1.779864430E-1,7.406573296E-1,1.000604431E0
4.506241367E0,5.839252472E-1,4.910817742E-2,1.090897083E0,1.238320134E0
4.511036784E0,4.679069519E-1,-3.858584166E-2,1.403633118E0,1.480071523E0
4.515832200E0,2.485570908E-1,-7.399895787E-2,1.507595062E0,1.529738326E0
4.520627617E0,-8.076286316E-2,1.706153154E-3,1.301805496E0,1.304309435E0
4.525422981E0,-3.699607849E-1,5.483213067E-2,1.073005676E0,1.136318057E0
4.530218398E0,-5.555086136E-1,5.728593469E-2,9.230251312E-1,1.078817358E0
4.535013815E0,-6.621818542E-1,-1.183640957E-2,9.101867676E-1,1.125639756E0
4.539809231E0,-7.193765640E-1,-7.832872868E-2,9.735245705E-1,1.213007881E0
4.544604648E0,-7.159147263E-1,-1.897320151E-1,1.059700966E0,1.292864366E0
4.549400013E0,-6.500120163E-1,-2.318559140E-1,1.090064049E0,1.290159841E0
4.554195429E0,-6.503019333E-1,-1.742597520E-1,8.966355324E-1,1.121255699E0
4.558990846E0,-6.329565048E-1,-6.037151814E-2,5.552525520E-1,8.441469385E-1
4.563786263E0,-5.953998566E-1,9.535333514E-2,2.623429298E-1,6.575842612E-1
4.568581627E0,-4.471807480E-1,1.931594312E-1,4.441070557E-2,4.891354598E-1
4.573377044E0,-2.315711975E-1,2.643689513E-1,-8.338928223E-3,3.515475781E-1
4.578172461E0,1.082229614E-2,2.236111164E-1,9.852075577E-2,2.445922991E-1
4.582967877E0,2.111701965E-1,2.021389604E-1,2.003355026E-1,3.543830199E-1
4.587763294E0,3.674879074E-1,2.328180671E-1,2.379069328E-1,4.958339673E-1
4.592558659E0,4.659976959E-1,2.725371122E-1,1.834602356E-1,5.701648781E-1
4.597354075E0,5.166940689E-1,3.238618970E-1,8.759593964E-2,6.160619594E-1
4.602149492E0,5.745806694E-1,3.536556363E-1,2.892494202E-3,6.747026169E-1
4.606944909E0,5.566000938E-1,3.362396955E-1,-3.271150589E-2,6.510997158E-1
4.611740273E0,5.439872742E-1,2.410652637E-1,7.278633118E-2,5.994434634E-1
4.616535690E0,4.844446182E-1,1.541481614E-1,1.401634216E-1,5.273462132E-1
4.621331106E0,3.853635788E-1,4.898798466E-2,1.885390282E-1,4.318007360E-1
4.626126523E0,2.280349731E-1,-8.043080568E-3,1.824016571E-1,2.921215580E-1
4.630921940E0,5.799674988E-2,-7.442680001E-2,2.724647522E-2,9.821070190E-2
4.635717304E0,5.901336670E-3,-9.775117040E-2,-8.579778671E-2,1.301974550E-1
4.640512721E0,7.799243927E-2,-2.111108303E-1,-4.538011551E-2,2.295864938E-1
4.645308138E0,2.067956924E-1,-2.926735282E-1,1.638288498E-1,3.940331770E-1
4.650103554E0,3.323726654E-1,-3.807122707E-1,3.218603134E-1,5.991723318E-1
4.654898919E0,3.525772095E-1,-4.252206683E-1,3.576960564E-1,6.580803706E-1
4.659694336E0,3.795709610E-1,-3.934345543E-1,3.573503494E-1,6.531187757E-1
4.664489752E0,4.084062576E-1,-3.548194170E-1,3.896818161E-1,6.667416349E-1
4.669285169E0,4.460802078E-1,-3.235921264E-1,4.281148911E-1,6.978407956E-1
4.674080586E0,4.425859451E-1,-2.380565703E-1,4.439501762E-1,6.705557460E-1
4.678875950E0,4.148626328E-1,-1.816496253E-1,4.515848160E-1,6.395595644E-1
4.683671367E0,4.035024643E-1,-1.042465866E-1,4.796471596E-1,6.354077330E-1
4.688466784E0,3.752489090E-1,-5.580183864E-2,5.044221878E-1,6.311634752E-1
4.693262200E0,3.280715942E-1,-3.847074509E-2,5.595130920E-1,6.497429256E-1
4.698057565E0,2.219676971E-1,-3.777933121E-2,5.761742592E-1,6.186062669E-1
4.702852981E0,1.311302185E-1,1.281458139E-2,5.502390862E-1,5.657936016E-1
4.707648398E0,2.712249756E-2,9.396371245E-2,5.392951965E-1,5.480913411E-1
4.712443815E0,-3.768253326E-2,1.225102842E-1,4.839859009E-1,5.006706455E-1
4.717239231E0,-8.019065857E-2,1.439778209E-1,4.915084839E-1,5.184021068E-1
4.722034596E0,-1.503772736E-1,2.177164555E-1,4.902334213E-1,5.570840033E-1
4.726830013E0,-2.409019470E-1,2.556279898E-1,4.635901451E-1,5.816315327E-1
4.731625429E0,-3.207159042E-1,2.649006844E-1,4.711933136E-1,6.285333743E-1
4.736420846E0,-4.088973999E-1,2.693507671E-1,4.415745735E-1,6.593443891E-1
4.741216211E0,-4.579544067E-1,2.308018804E-1,5.150079727E-1,7.267908630E-1
4.746011627E0,-4.944190979E-1,1.636240184E-1,5.386114120E-1,7.492164687E-1
4.750807044E0,-4.924278259E-1,1.058411896E-1,5.386853218E-1,7.374750146E-1
4.755602461E0,-4.239578247E-1,5.020946264E-2,5.057086945E-1,6.618175813E-1
4.760397877E0,-3.086681366E-1,-2.917650342E-2,3.637876511E-1,4.779840394E-1
4.765193242E0,-1.968469620E-1,-3.696089983E-2,2.180943489E-1,2.961080539E-1
4.769988659E0,-6.951808929E-2,-8.744141459E-2,8.281326294E-2,1.390568310E-1
4.774784075E0,9.445953369E-2,-1.683007777E-1,1.095600128E-1,2.219260050E-1
4.779579492E0,2.353725433E-1,-2.104727030E-1,1.663231850E-1,3.568786835E-1
4.784374856E0,3.746604919E-1,-2.760225534E-1,2.075777054E-1,5.095561186E-1
4.789170273E0,4.670667648E-1,-2.557054162E-1,1.595726013E-1,5.558777184E-1
4.793965690E0,5.009660721E-1,-2.142682970E-1,-8.063793182E-3,5.449247042E-1
4.798761106E0,5.195207596E-1,-1.494885385E-1,-1.876268387E-1,5.722346314E-1
4.803556471E0,5.607547760E-1,-6.856974959E-2,-4.099926949E-1,6.980270333E-1
4.808351888E0,5.746502876E-1,-3.800901771E-2,-5.609073639E-1,8.039183474E-1
4.813147304E0,6.066346169E-1,-4.060503840E-2,-6.170492172E-1,8.662586588E-1
4.817942721E0,5.688967705E-1,-7.823029160E-2,-6.311898232E-1,8.533253230E-1
4.822738138E0,3.791246414E-1,-6.980302930E-2,-7.173032761E-1,8.143291389E-1
4.827533502E0,8.379173279E-2,-5.377334356E-2,-8.152461052E-1,8.213031347E-1
4.832328919E0,-2.567834854E-1,-2.579087019E-2,-8.534874916E-1,8.916523009E-1
4.837124336E0,-5.542154312E-1,2.801072598E-2,-8.819646835E-1,1.042017777E0
4.841919752E0,-7.066345215E-1,1.711317897E-2,-7.627811432E-1,1.039932825E0
4.846715169E0,-6.960353851E-1,5.599305034E-2,-5.584607124E-1,8.941358098E-1
4.851510534E0,-6.350259781E-1,1.277801692E-1,-4.234871864E-1,7.739038452E-1
4.856305950E0,-5.973100662E-1,2.347494066E-1,-4.090151787E-1,7.610387740E-1
4.861101367E0,-5.491094589E-1,3.839625418E-1,-4.446229935E-1,8.041380713E-1
4.865896784E0,-3.786144257E-1,4.682731330E-1,-3.560147285E-1,6.995534986E-1
4.870692148E0,-1.530227661E-1,4.667485058E-1,1.285505295E-2,4.913607504E-1
4.875487565E0,9.853076935E-2,4.414007366E-1,5.027384758E-1,6.762313937E-1
4.880282981E0,2.828989029E-1,4.228327274E-1,9.102969170E-1,1.042813397E0
4.885078398E0,4.332742691E-1,3.774998784E-1,1.206735611E0,1.336579061E0
4.889873763E0,5.471153259E-1,3.269847631E-1,1.321000099E0,1.466729517E0
4.894669179E0,6.054110527E-1,2.430037856E-1,1.367902279E0,1.515496627E0
4.899464596E0,6.084609032E-1,1.307682693E-1,1.286000252E0,1.428678291E0
4.904260013E0,6.136713028E-1,-9.316623211E-3,1.235328197E0,1.379389366E0
4.909055429E0,6.424303055E-1,-1.698568165E-1,1.244191170E0,1.410524620E0
4.913850794E0,6.708621979E-1,-3.103075027E-1,1.179286003E0,1.391783860E0
4.918646211E0,7.109050751E-1,-4.355324209E-1,1.074571609E0,1.360065682E0
4.923441627E0,7.029962540E-1,-4.981127977E-1,9.040179253E-1,1.248826850E0
4.928237044E0,7.067165375E-1,-5.554316044E-1,7.533373833E-1,1.172804223E0
4.933032409E0,6.838831902E-1,-5.907456279E-1,6.577329636E-1,1.117716094E0
4.937827825E0,6.488075256E-1,-5.945107341E-1,5.144271851E-1,1.019327988E0
4.942623242E0,5.611157417E-1,-5.572415590E-1,3.544001579E-1,8.665843887E-1
4.947418659E0,3.736190796E-1,-4.720568657E-1,2.035803795E-1,6.355107174E-1
4.952214075E0,1.345090866E-1,-3.892549574E-1,5.223989487E-2,4.151398835E-1
4.957009440E0,-3.722763062E-2,-2.947901189E-1,-9.584903717E-3,2.972860257E-1
4.961804856E0,-1.493167877E-1,-2.078796327E-1,3.390789032E-2,2.581844105E-1
4.966600273E0,-2.378025055E-1,-8.099895716E-2,1.131086349E-1,2.755075788E-1
4.971395690E0,-3.051319122E-1,9.260228276E-2,1.377711296E-1,3.473637154E-1
4.976191054E0,-4.175958633E-1,2.863979340E-1,1.207981110E-1,5.205787791E-1
4.980986471E0,-4.984312057E-1,4.550971389E-1,1.250381470E-1,6.864266974E-1
4.985781888E0,-5.615844727E-1,6.155169010E-1,1.417894363E-1,8.451878014E-1
4.990577304E0,-6.067800522E-1,6.940158606E-1,2.167840004E-1,9.470139119E-1
4.995372721E0,-6.196241379E-1,7.359905243E-1,3.928117752E-1,1.039190654E0
5.000168086E0,-5.788421631E-1,7.463207245E-1,5.198779106E-1,1.078112200E0
5.004963502E0,-4.991664886E-1,7.178883553E-1,6.457972527E-1,1.087007344E0
5.009758919E0,-4.024477005E-1,6.864565611E-1,6.516432762E-1,1.028506549E0
5.014554336E0,-3.221988678E-1,6.401845217E-1,5.191807747E-1,8.849841857E-1
5.019349700E0,-1.754512787E-1,5.746834278E-1,3.630633354E-1,7.020393001E-1
5.024145117E0,3.709030151E-2,4.667165875E-1,2.520112991E-1,5.317045782E-1
5.028940534E0,2.839250565E-1,3.049857318E-1,2.376513481E-1,4.796956301E-1
5.033735950E0,5.290498734E-1,1.138027906E-1,3.640351295E-1,6.522012107E-1
5.038531367E0,7.176804543E-1,-1.065981388E-1,5.868859291E-1,9.332006705E-1
5.043326731E0,8.167047501E-1,-2.634191513E-1,6.176342964E-1,1.057292969E0
5.048122148E0,8.075375557E-1,-3.191826940E-1,4.596319199E-1,9.824744260E-1
5.052917565E0,7.833080292E-1,-3.291888535E-1,3.013353348E-1,9.015208006E-1
5.057712981E0,7.748136520E-1,-3.695285916E-1,2.136006355E-1,8.845975395E-1
5.062508346E0,7.557730675E-1,-4.328050315E-1,1.340570450E-1,8.811835315E-1
5.067303763E0,6.906218529E-1,-4.737836421E-1,1.004948616E-1,8.435216063E-1
5.072099179E0,5.560092926E-1,-5.307925940E-1,8.881711960E-2,7.738059136E-1
5.076894596E0,3.977260590E-1,-4.923291504E-1,1.129245758E-2,6.330098972E-1
5.081690013E0,2.446756363E-1,-4.303899109E-1,-9.314966202E-2,5.037643318E-1
5.086485377E0,1.564378738E-1,-4.044888020E-1,-6.477451324E-2,4.384971344E-1
5.091280794E0,9.945297241E-2,-3.907128274E-1,1.241564751E-1,4.218557070E-1
5.096076211E0,7.073402405E-3,-3.083508015E-1,2.635936737E-1,4.057238896E-1
5.100871627E0,-1.512136459E-1,-1.366012096E-1,2.021617889E-1,2.870450245E-1
5.105666992E0,-2.465934753E-1,6.704130769E-2,9.123420715E-2,2.713421449E-1
5.110462409E0,-3.268136978E-1,2.219001949E-1,-4.335880280E-3,3.950515022E-1
5.115257825E0,-3.252382278E-1,3.023798466E-1,7.485818863E-2,4.503523341E-1
5.120053242E0,-2.659883499E-1,2.828788459E-1,3.800721169E-1,5.433461675E-1
5.124848606E0,-2.277545929E-1,2.516517639E-1,7.269058228E-1,8.022423823E-1
5.129644023E0,-3.432197571E-1,2.937589288E-1,8.398423195E-1,9.536399905E-1
5.134439440E0,-4.354648590E-1,3.943050206E-1,7.137827873E-1,9.244414314E-1
5.139234856E0,-4.594516754E-1,3.985573947E-1,6.499557495E-1,8.901608367E-1
5.144030273E0,-3.586845398E-1,3.310936689E-1,6.385431290E-1,8.037505485E-1
5.148825638E0,-1.389713287E-1,2.043843567E-1,7.882256508E-1,8.260663848E-1
5.153621054E0,-1.044940948E-2,9.021311998E-2,8.574223518E-1,8.622184680E-1
5.158416471E0,1.140594482E-3,2.176755667E-2,6.776275635E-1,6.779780544E-1
5.163211888E0,-7.996749878E-2,-3.586292267E-3,2.975616455E-1,3.081405446E-1
5.168007252E0,-1.133794785E-1,-9.050273895E-2,5.517864227E-2,1.552106132E-1
5.172802669E0,-1.162605286E-1,-2.574954331E-1,-5.568361282E-2,2.879601940E-1
5.177598086E0,-1.055631638E-1,-4.660331607E-1,-8.372449875E-2,4.851188309E-1
5.182393502E0,-1.314659119E-1,-6.090759635E-1,-1.391930580E-1,6.384602750E-1
5.187188867E0,-1.534109116E-1,-7.297214270E-1,-2.647466660E-1,7.912768579E-1
5.191984284E0,-1.834163666E-1,-7.498180866E-1,-5.454406738E-1,9.451847731E-1
5.196779700E0,-2.452421188E-1,-6.772105694E-1,-7.903361320E-1,1.069293717E0
5.201575117E0,-2.673063278E-1,-6.357376575E-1,-1.080215216E0,1.281592741E0
5.206370534E0,-1.631088257E-1,-6.101549268E-1,-1.168788433E0,1.328517943E0
5.211165898E0,-1.052436829E-1,-5.239516497E-1,-1.270663261E0,1.378472592E0
5.215961315E0,-3.139209747E-2,-4.559648335E-1,-1.313908339E0,1.391130661E0
5.220756731E0,2.034568787E-2,-3.633740544E-1,-1.056925297E0,1.117830816E0
5.225552148E0,-5.960845947E-2,-1.580615342E-1,-9.368274212E-1,9.519360452E-1
5.230347513E0,-1.679983139E-1,5.913811922E-2,-9.504575729E-1,9.670006973E-1
5.235142929E0,-1.995029449E-1,2.709578872E-1,-8.344936371E-1,8.997773236E-1
5.239938346E0,6.120681763E-3,3.792645633E-1,-4.596538544E-1,5.959536371E-1
5.244733763E0,3.364486694E-1,4.559446275E-1,-8.882188797E-2,5.735612769E-1
5.249529127E0,4.974374771E-1,6.350598335E-1,-3.020286560E-2,8.072529027E-1
5.254324544E0,6.114816666E-1,7.878319025E-1,-1.275877953E-1,1.005419107E0
5.259119961E0,7.244148254E-1,8.474992514E-1,-1.053442955E-1,1.119879119E0
5.263915377E0,8.723998070E-1,7.997694016E-1,1.874780655E-1,1.198273985E0
5.268710794E0,9.048638344E-1,6.754474044E-1,5.474925041E-1,1.254892743E0
5.273506159E0,8.120613098E-1,5.626770258E-1,7.709593773E-1,1.253166935E0
5.278301575E0,6.963310242E-1,4.683324099E-1,8.977141380E-1,1.228862407E0
5.283096992E0,6.074280739E-1,3.351437449E-1,8.243246078E-1,1.077404870E0
5.287892409E0,5.140881538E-1,1.731176078E-1,8.088297844E-1,9.738901150E-1
5.292687773E0,4.307556152E-1,-7.236218452E-2,8.991026878E-1,9.995860789E-1
5.297483190E0,3.169116974E-1,-2.743756175E-1,9.446506500E-1,1.033479489E0
5.302278606E0,1.056089401E-1,-3.684131503E-1,9.430241585E-1,1.017927336E0
5.307074023E0,-5.505752563E-2,-4.431039095E-1,9.130644798E-1,1.016395174E0
5.311869440E0,-1.223068237E-1,-5.080965757E-1,9.525036812E-1,1.086454947E0
5.316664804E0,-1.919298172E-1,-5.563411713E-1,9.942026138E-1,1.155331723E0
5.321460221E0,-2.495765686E-1,-5.520964265E-1,9.784383774E-1,1.150843424E0
5.326255638E0,-2.690277100E-1,-4.857843518E-1,8.263149261E-1,9.955695367E-1
5.331051054E0,-2.886991501E-1,-4.172051549E-1,7.600221634E-1,9.138057941E-1
5.335846419E0,-2.204246521E-1,-3.941402435E-1,8.028869629E-1,9.211737263E-1
5.340641836E0,-1.363363266E-1,-3.640927374E-1,9.303011894E-1,1.008271500E0
5.345437252E0,-1.372270584E-1,-2.936086357E-1,8.881115913E-1,9.453991195E-1
5.350232669E0,-1.994924545E-1,-2.090532780E-1,6.686458588E-1,7.284145776E-1
5.355028034E0,-2.801475525E-1,-1.509104073E-1,4.391894341E-1,5.423504044E-1
5.359823450E0,-3.551750183E-1,-9.765017033E-2,2.477254868E-1,4.439062583E-1
5.364618867E0,-4.339389801E-1,-7.572287321E-2,7.546949387E-2,4.469145740E-1
5.369414284E0,-4.971981049E-1,-2.063316107E-2,-1.705827713E-1,5.260514848E-1
5.374209648E0,-4.562053680E-1,3.194865584E-2,-3.774161339E-1,5.929477149E-1
5.379005065E0,-3.010969162E-1,6.559088826E-2,-4.845833778E-1,5.742669829E-1
5.383800481E0,-1.486806870E-1,1.666911840E-1,-6.396355629E-1,6.775142440E-1
5.388595898E0,-3.369331360E-3,2.612809539E-1,-7.319641113E-1,7.772068898E-1
5.393391315E0,1.662273407E-1,3.756752908E-1,-7.252531052E-1,8.335199575E-1
5.398186679E0,3.436260223E-1,5.338269472E-1,-6.239356995E-1,8.901380847E-1
5.402982096E0,5.027770996E-1,6.472868919E-1,-4.492182732E-1,9.346454886E-1
5.407777513E0,5.744934082E-1,7.972685099E-1,-3.491916656E-1,1.042887612E0
5.412572929E0,5.326595306E-1,8.950414658E-1,-2.232556343E-1,1.065208186E0
5.417368346E0,5.422668457E-1,9.234477282E-1,-4.571437836E-3,1.070901460E0
5.422163711E0,5.265522003E-1,8.509620428E-1,3.255333900E-1,1.052314405E0
5.426959127E0,4.158592224E-1,8.040033579E-1,4.340963364E-1,1.003892385E0
5.431754544E0,2.481393814E-1,7.847474217E-1,3.469929695E-1,8.931997478E-1
5.436549961E0,7.340812683E-2,6.450902820E-1,2.408795357E-1,6.924977803E-1
5.441345325E0,-1.251802444E-1,4.210804999E-1,1.705317497E-1,4.712323829E-1
5.446140742E0,-3.261241913E-1,1.536261737E-1,6.889915466E-2,3.670219107E-1
5.450936159E0,-4.889354706E-1,-8.551549911E-2,-4.749631882E-2,4.986248041E-1
5.455731575E0,-6.089801788E-1,-3.249609768E-1,-1.238522530E-1,7.012815948E-1
5.460526940E0,-7.126951218E-1,-5.241405368E-1,-2.129602432E-1,9.099503855E-1
5.465322356E0,-6.877813339E-1,-7.093289495E-1,-2.813572884E-1,1.027303580E0
5.470117773E0,-5.606412888E-1,-8.925031424E-1,-2.764096260E-1,1.089625071E0
5.474913190E0,-3.313169479E-1,-9.778752327E-1,-2.387065887E-1,1.059713040E0
5.479708554E0,-5.011749268E-2,-9.292565584E-1,-2.471857071E-1,9.628760503E-1
5.484503971E0,2.567205429E-1,-7.892252207E-1,-2.466835976E-1,8.658144625E-1
5.489299388E0,5.845165253E-1,-6.171551347E-1,-1.533870697E-1,8.637520603E-1
5.494094804E0,8.569102287E-1,-4.368446469E-1,3.043222427E-2,9.623172585E-1
5.498890221E0,1.043051243E0,-2.436771095E-1,2.547473907E-1,1.101013470E0
5.503685586E0,1.073703766E0,-6.913679838E-2,5.003623962E-1,1.186584258E0
5.508481002E0,9.632740021E-1,1.603587270E-1,5.806760788E-1,1.136132225E0
5.513276419E0,8.217096329E-1,3.967189789E-1,4.812974930E-1,1.031620059E0
5.518071836E0,7.326307297E-1,5.252057314E-1,3.983106613E-1,9.855152101E-1
5.522867200E0,7.224311829E-1,5.867022276E-1,3.773908615E-1,1.004265991E0
5.527662617E0,6.264424324E-1,5.263934731E-1,3.927383423E-1,9.076142436E-1
5.532458034E0,4.355058670E-1,4.879353642E-1,3.300943375E-1,7.326039527E-1
5.537253450E0,1.116065979E-1,4.569085240E-1,1.228208542E-1,4.861135611E-1
5.542048815E0,-1.442146301E-1,4.691705108E-1,-1.569814682E-1,5.153270894E-1
5.546844231E0,-3.104400635E-1,4.026038051E-1,-1.792454720E-1,5.390656695E-1
5.551639648E0,-3.225507736E-1,2.763745785E-1,-7.075548172E-2,4.306138031E-1
5.556435065E0,-2.882938385E-1,1.766656637E-1,6.075286865E-2,3.435331208E-1
5.561230429E0,-2.915420532E-1,1.584823132E-1,7.872343063E-2,3.410436789E-1
5.566025846E0,-2.631311417E-1,9.520155191E-2,1.717724800E-1,3.283399429E-1
5.570821263E0,-2.247982025E-1,1.572304964E-2,4.111495018E-1,4.688553711E-1
5.575616679E0,-2.819232941E-1,3.234636784E-2,4.856271744E-1,5.624595841E-1
5.580412096E0,-4.848546982E-1,6.819680333E-2,4.427413940E-1,6.601172807E-1
5.585207461E0,-6.735534668E-1,1.467134655E-1,3.921551704E-1,7.930856141E-1
5.590002877E0,-8.124170303E-1,1.790880561E-1,3.789110184E-1,9.141485234E-1
5.594798294E0,-7.558917999E-1,1.555415392E-1,4.887266159E-1,9.134655378E-1
5.599593711E0,-6.094903946E-1,1.095359921E-1,6.017551422E-1,8.634731761E-1
5.604389075E0,-4.545631409E-1,7.229101658E-2,6.439180374E-1,7.915074725E-1
5.609184492E0,-3.291339874E-1,6.317186356E-2,5.511479378E-1,6.450456692E-1
5.613979909E0,-1.874799728E-1,6.325727701E-2,4.674758911E-1,5.076257796E-1
5.618775325E0,-1.297016144E-1,4.393804073E-2,3.097572327E-1,3.386777279E-1
5.623570690E0,-5.265903473E-2,5.781972408E-2,9.769010544E-2,1.251377287E-1
5.628366106E0,8.903408051E-2,5.236601830E-2,-2.527523041E-2,1.063395723E-1
5.633161523E0,3.309202194E-1,2.753502131E-2,3.356790543E-2,3.337561584E-1
5.637956940E0,5.555505753E-1,-5.223727226E-2,-2.754974365E-2,5.586807341E-1
5.642752356E0,7.102851868E-1,-9.817567468E-2,-1.728119850E-1,7.375686353E-1
5.647547721E0,7.596173286E-1,-1.649038494E-1,-3.706402779E-1,8.611538661E-1
5.652343138E0,7.494449615E-1,-2.450696826E-1,-4.291596413E-1,8.977220602E-1
5.657138554E0,6.752753258E-1,-2.887354195E-1,-4.317851067E-1,8.519408937E-1
5.661933971E0,5.895857811E-1,-3.321347833E-1,-3.955903053E-1,7.838473048E-1
5.666729336E0,5.828762054E-1,-3.158515990E-1,-2.399201393E-1,7.050309048E-1
5.671524752E0,6.212487221E-1,-2.612896860E-1,-3.479285240E-1,7.584698626E-1
5.676320169E0,6.256070137E-1,-1.779059768E-1,-4.949665070E-1,8.173288905E-1
5.681115586E0,6.080656052E-1,-1.753630936E-1,-6.091065407E-1,8.783545825E-1
5.685910950E0,4.877138138E-1,-1.864738166E-1,-5.655741692E-1,7.697476140E-1
5.690706367E0,1.645574570E-1,-9.668394923E-2,-8.325097561E-1,8.541073918E-1
5.695501784E0,-1.055202484E-1,-5.951592326E-2,-8.599565029E-1,8.684479575E-1
5.700297200E0,-1.842374802E-1,-8.992284536E-2,-5.554099083E-1,5.920386250E-1
5.705092565E0,-9.367370605E-2,-1.977074146E-1,-1.205830574E-1,2.498064425E-1
5.709887981E0,-9.004783630E-2,-2.225662470E-1,6.622886658E-2,2.490594505E-1
5.714683398E0,-2.045240402E-1,-1.547112465E-1,-2.985672951E-1,3.935836411E-1
5.719478815E0,-3.102397919E-1,-1.156297326E-1,-5.426974297E-1,6.357196424E-1
5.724274231E0,-3.757209778E-1,-9.982201457E-2,-8.831110001E-1,9.648915619E-1
5.729069596E0,-4.507350922E-1,-1.691456139E-1,-8.170189857E-1,9.483102789E-1
5.733865013E0,-4.966926575E-1,-2.615587413E-1,-5.713362694E-1,8.009629853E-1
5.738660429E0,-6.066017151E-1,-3.007403612E-1,-4.995512962E-1,8.414047202E-1
5.743455846E0,-7.421970367E-1,-2.776784897E-1,-3.625125885E-1,8.714224933E-1
5.748251211E0,-6.977405548E-1,-2.428297400E-1,-2.937912941E-1,7.950606826E-1
5.753046627E0,-6.380672455E-1,-2.273261845E-1,-2.354359627E-1,7.171032676E-1
5.757842044E0,-6.705589294E-1,-1.261855364E-1,-3.615570068E-1,7.722017461E-1
5.762637461E0,-6.349010468E-1,1.743757725E-2,-4.208440781E-1,7.619141332E-1
5.767432825E0,-4.714965820E-1,8.151942492E-2,-3.465633392E-1,5.908134999E-1
5.772228242E0,-1.998376846E-1,9.000742435E-2,-1.177387238E-1,2.487947823E-1
5.777023659E0,2.878952026E-2,4.731720686E-2,1.205201149E-1,1.326380512E-1
5.781819075E0,1.963586807E-1,2.023875713E-3,2.717461586E-1,3.352712369E-1
5.786614492E0,2.057275772E-1,1.660764217E-3,1.675400734E-1,2.653229548E-1
5.791409856E0,1.553153992E-1,-3.000986576E-2,-1.234531403E-2,1.586690645E-1
5.796205273E0,1.714363098E-1,-9.019410610E-2,-7.499933243E-2,2.077264667E-1
5.801000690E0,1.657924652E-1,-2.117563486E-1,-4.030275345E-2,2.719415464E-1
5.805796106E0,1.623334885E-1,-2.920022607E-1,-1.342248917E-2,3.343615482E-1
